company,title,location,link,job_posted,category,source,description
Max Planck Institute for Extraterrestrial Physics,Technical Lead (m/f/x) for Scientific Collaboration Platform SciServer for eROSITA and HETDEX,"Garching bei München, München (Kreis)",https://www.adzuna.de/details/4570694566?utm_medium=api&utm_source=16b1dafa,2024-02-15 22:19:05+00:00,"Technical Lead (m/f/x) for Scientific Collaboration Platform SciServer for eROSITA and HETDEX Job ID: 05/2024 The Max Planck Institute for Extraterrestrial Physics (MPE) in Garching is a world-leading institute in space- and ground-based experimental astrophysics, with leading roles in several large astronomical projects. Applications are invited for a position in support of the computing SciserverMPE platform for astronomical surveys conducted by the MPE. We are searching for a highly qualifie…",Unknown,Adzuna
Max Planck Institute for Extraterrestrial Physics,Technical Lead (m/f/x) for Scientific Collaboration Platform SciServer for eROSITA and HETDEX,"Garching bei München, München (Kreis)",https://www.adzuna.de/details/4570694622?utm_medium=api&utm_source=16b1dafa,2024-02-15 22:19:06+00:00,"Technical Lead (m/f/x) for Scientific Collaboration Platform SciServer for eROSITA and HETDEX Job ID: 05/2024 The Max Planck Institute for Extraterrestrial Physics (MPE) in Garching is a world-leading institute in space- and ground-based experimental astrophysics, with leading roles in several large astronomical projects. Applications are invited for a position in support of the computing platform for astronomical surveys conducted by the MPE. We are searching for a highly qualified IT professi…",Unknown,Adzuna
CloudFlare,"Senior Data Scientist, Web Security","München, München (Kreis)",https://www.adzuna.de/details/4549096884?utm_medium=api&utm_source=16b1dafa,2024-01-29 19:19:43+00:00,"About Us At Cloudflare, we have our eyes set on an ambitious goal: to help build a better Internet. Today the company runs one of the world's largest networks that powers approximately 25 million Internet properties, for customers ranging from individual bloggers to SMBs to Fortune 500 companies. Cloudflare protects and accelerates any Internet application online without adding hardware, installing software, or changing a line of code. Internet properties powered by Cloudflare all have web traf…",Verwaltungsstellen,Adzuna
Evotec SE,Research Scientist (all genders) - Bioinformatics,"München, München (Kreis)",https://www.adzuna.de/details/4533523370?utm_medium=api&utm_source=16b1dafa,2024-01-19 18:54:43+00:00,"In the Global Bioinformatics team at Evotec more than 100 scientists with diverse backgrounds in biology, computer science, mathematics, and biomedicine work on the analysis and interpretation of omics data. Together with our colleagues in the wetlabs we develop and continuously improve our high throughput and high precision omics platforms. In drug discovery projects we work together with scientist from multiple other disciplines in a global organization of more than 5.000 employees across 15 …",Lehrberufe,Adzuna
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Machine Learning - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4556608807?utm_medium=api&utm_source=16b1dafa,2024-02-03 19:10:14+00:00,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",Verwaltungsstellen,Adzuna
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Data Engineering - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4556608826?utm_medium=api&utm_source=16b1dafa,2024-02-03 19:10:15+00:00,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",IT-Stellen,Adzuna
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Machine Learning - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4553518993?utm_medium=api&utm_source=16b1dafa,2024-02-01 21:00:40+00:00,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",Unknown,Adzuna
Qualcomm,"Mandatory Internship (m/f/d) - IT Data Analytics - Data Engineering - RF360 Munich, Germany","München, München (Kreis)",https://www.adzuna.de/details/4553519440?utm_medium=api&utm_source=16b1dafa,2024-02-01 21:00:45+00:00,"Company: RF360 Europe GmbH Job Area: Interns Group, Interns Group > Interim Engineering Intern - HW General Summary: RF360 Europe GmbH is a Qualcomm Incorporated subsidiary with R&D and manufacturing and/or sales locations in Europe and Asia and its headquarters in Munich, Germany (collectively, ""RF360""), driving innovation in Radio Frequency Front End (RFFE). With over 4,500 employees worldwide, RF360 develops and manufactures innovative RFFE filtering solutions for mobile devices and fast-gro…",Unknown,Adzuna
DataBricks,Senior Specialist Solutions Engineer - Governance,"München, München (Kreis)",https://www.adzuna.de/details/4529179375?utm_medium=api&utm_source=16b1dafa,2024-01-17 10:39:10+00:00,"FEQ225R48 As a Sr. Specialist Solutions Engineer (Sr.SSE) - Data Governance, you will guide customers in adopting Unity Catalog (a unified data governance solution) and Delta Sharing (a secure data sharing platform) on Databricks for a variety of different customers. You will be in a customer-facing role, working with and supporting the Solution Architects, which requires production deployment experience with data governance solutions and hands-on experience with cloud data lakes. You will help…",Stellen aus Buchhaltung & Finanzwesen,Adzuna
Airbus,Working Student (d/f/m) within Connected Intelligence Quality Management,"Altstadt-Lehel, München",https://www.adzuna.de/details/4566109241?utm_medium=api&utm_source=16b1dafa,2024-02-12 17:07:39+00:00,": You are a full time student, looking for a working student position and want to get to know the work of Quality Management? Then apply now We look forward to you supporting us in Connected Intelligence Quality as a working student (d/f/m) with approx. 18 hours a week Location: Taufkirchen (Munich) Start: as soon as possible Duration: preferred 12 months Definition working student Working students are students who are enrolled at a University or some other institution of higher education, and …",Unknown,Adzuna
Süddeutsche Zeitung Digitale Medien GmbH,Werkstudent (m/w/d) Data Science,"München, München (Kreis)",https://www.adzuna.de/land/ad/4559596995?se=EAZD5sbM7hGtTWGe1JCN9g&utm_medium=api&utm_source=16b1dafa&v=ADC006074B0F5E8337561ADA77810CA457577A45,2024-02-06 13:44:59+00:00,"Aufgaben Profil Wir bieten Die Süddeutsche Zeitung Digitale Medien GmbH , ein Unternehmen der Südwestdeutschen Medienholding (SWMH), sucht zum nächstmöglichen Zeitpunkt einen Werkstudent (m/w/d) Data Science Wer wir sind Die Süddeutsche Zeitung Digitale Medien GmbH (SZDM) ist das digitale Kreativzentrum der Süddeutschen Zeitung. Einfach schneller mehr wissen: Die technische, gestalterische und redaktionelle Produktion aller digitalen Produkte der Süddeutschen Zeitung ist die Hauptaufgabe der SZ…",Sonstige/Allgemeine Stellen,Adzuna
