title,company,location,day_before_posts_de,day_before_posts_en,job_posted,link
Werkstudent (m/w/d) für den Bereich IT-Support,Steinberg Media Technologies GmbH,Hamburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-m-w-d-fuer-den-Bereich-IT-Support-Hamburg-Steinberg-Media-Technologies-GmbH--10602835-inline.html
Data Engineer (m/w/d) - Entwickler Datenprodukte,Ratbacher GmbH,München,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Data-Engineer-m-w-d-Entwickler-Datenprodukte-Muenchen-Ratbacher-GmbH--9326230-inline.html
Ausbildung 2024 - Werkzeugmechaniker (m/w/d),Vitesco Technologies Group AG,Bebra,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Ausbildung-2024-Werkzeugmechaniker-m-w-d-Bebra-Vitesco-Technologies-Group-AG--10619944-inline.html
Supply Chain Data Analyst (m/f/d),Gebr. Knauf KG,Iphofen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Supply-Chain-Data-Analyst-m-f-d-Iphofen-Gebr-Knauf-KG--10656640-inline.html
Working Student - Market Analysis Renewables (f/m/d),Uniper SE,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Working-Student-Market-Analysis-Renewables-f-m-d-Duesseldorf-Uniper-SE--10717765-inline.html
Ausbildung 2024 - Fachkraft für Metalltechnik (m/w/d),Vitesco Technologies Group AG,Bebra,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Ausbildung-2024-Fachkraft-fuer-Metalltechnik-m-w-d-Bebra-Vitesco-Technologies-Group-AG--10619946-inline.html
Senior Machine Learning Scientist (f/m/x),ZEISS,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Senior-Machine-Learning-Scientist-f-m-x-Muenchen-ZEISS--9848142-inline.html
Werkstudent IT-Audit & Advisory – Insurance,Mazars GmbH & Co. KG,"Berlin, Düsseldorf, Köln, Frankfurt am Main, bundesweit",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-IT-Audit-Advisory-Insurance-Berlin-Duesseldorf-Koeln-Frankfurt-am-Main-bundesweit-Mazars-GmbH-Co-KG--10714218-inline.html
Ausbildung 2024 - Mechatroniker (m/w/d),Vitesco Technologies Group AG,Bebra,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Ausbildung-2024-Mechatroniker-m-w-d-Bebra-Vitesco-Technologies-Group-AG--10619945-inline.html
"Naturwissenschaftler, Informatiker, Ingenieur, Neurowissenschaftler - Research Manager (m/w/d)",TWT GmbH Science & Innovation,"Stuttgart, München, Ingolstadt",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Naturwissenschaftler-Informatiker-Ingenieur-Neurowissenschaftler-Research-Manager-m-w-d-Stuttgart-Muenchen-Ingolstadt-TWT-GmbH-Science-Innovation--9415084-inline.html
Senior Delivery Service Partners (DSP) Insights Manager,Amazon Europe Core,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Senior-Delivery-Service-Partners-DSP-Insights-Manager-Muenchen-Amazon-Europe-Core--10729003-inline.html
Werkstudent in der Entwicklung der Halbleitertechnologie - Schwerpunkt Naturwissenschaften (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-in-der-Entwicklung-der-Halbleitertechnologie-Schwerpunkt-Naturwissenschaften-m-w-x-Oberkochen-Baden-Wuerttemberg-ZEISS--10498573-inline.html
Praktikum in der Entwicklung der Halbleitertechnologie - Schwerpunkt Naturwissenschaften (m/w/x),ZEISS,Oberkochen (Baden-Württemberg),vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Praktikum-in-der-Entwicklung-der-Halbleitertechnologie-Schwerpunkt-Naturwissenschaften-m-w-x-Oberkochen-Baden-Wuerttemberg-ZEISS--10498579-inline.html
"Applied Scientist, Amazon Fulfillment Technologies (AFT) AI",Amazon Europe Core,Berlin,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Applied-Scientist-Amazon-Fulfillment-Technologies-AFT-AI-Berlin-Amazon-Europe-Core--10729058-inline.html
Working Student for Product Master application - Asset Management (f/m/d),Allianz Global Investors GmbH,Frankfurt,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Working-Student-for-Product-Master-application-Asset-Management-f-m-d-Frankfurt-Allianz-Global-Investors-GmbH--10705966-inline.html
Werkstudent:in HR Controlling / Analytics (w/m/d),E.ON Business Solutions GmbH,Essen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-in-HR-Controlling-Analytics-w-m-d-Essen-E-ON-Business-Solutions-GmbH--10615502-inline.html
Werkstudent SAP Business Intelligence (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt am Main, Hamburg, Köln, Leipzig, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-SAP-Business-Intelligence-m-w-d-bundesweit-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--9812014-inline.html
Werkstudent:in HR Controlling / Analytics (w/m/d),E.ON Business Solutions GmbH,Essen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-in-HR-Controlling-Analytics-w-m-d-Essen-E-ON-Business-Solutions-GmbH--10615502-inline.html
Werkstudent SAP Business Intelligence (m/w/d),Sopra Steria,"bundesweit, Berlin, Frankfurt am Main, Hamburg, Köln, Leipzig, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Werkstudent-SAP-Business-Intelligence-m-w-d-bundesweit-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--9812014-inline.html
PreMaster Programm - Projektmanagement im technischen Einkauf,Bosch Gruppe,Schwieberdingen,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--PreMaster-Programm-Projektmanagement-im-technischen-Einkauf-Schwieberdingen-Bosch-Gruppe--9281271-inline.html
Big Data Architect (m/w/d),Sopra Steria,"Berlin, Frankfurt am Main, Hamburg, Köln, Leipzig, München",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Big-Data-Architect-m-w-d-Berlin-Frankfurt-am-Main-Hamburg-Koeln-Leipzig-Muenchen-Sopra-Steria--9312303-inline.html
Mathematiker für Industrie und Forschung (m/w/d),TWT GmbH Science & Innovation,"Stuttgart, München, Ingolstadt",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Mathematiker-fuer-Industrie-und-Forschung-m-w-d-Stuttgart-Muenchen-Ingolstadt-TWT-GmbH-Science-Innovation--9415107-inline.html
Quereinsteiger Physiker / Mathematiker als Software Engineer Data Analytics (mwd),HMS Analytical Software GmbH,"Heidelberg, Remote",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Quereinsteiger-Physiker-Mathematiker-als-Software-Engineer-Data-Analytics-mwd-Heidelberg-Remote-HMS-Analytical-Software-GmbH--10670548-inline.html
Duales Studium - Betriebswirtschaft (B.A.),Vitesco Technologies Group AG,Nürnberg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Duales-Studium-Betriebswirtschaft-B-A-Nuernberg-Vitesco-Technologies-Group-AG--10619947-inline.html
Duales Studium - Mechatronik / Feinwerktechnik (B.Eng.),Vitesco Technologies Group AG,Nürnberg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Duales-Studium-Mechatronik-Feinwerktechnik-B-Eng-Nuernberg-Vitesco-Technologies-Group-AG--10619948-inline.html
Leitung (m/w/d) für das Dezernat Informationstechnik und Digitalisierung,Landesbetrieb Straßenwesen Brandenburg,Hoppegarten,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Leitung-m-w-d-fuer-das-Dezernat-Informationstechnik-und-Digitalisierung-Hoppegarten-Landesbetrieb-Strassenwesen-Brandenburg--10708404-inline.html
(Junior) Digital Produktmanager (m/w/d) Mietwagen,CHECK24,Augsburg,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Junior-Digital-Produktmanager-m-w-d-Mietwagen-Augsburg-CHECK24--9579509-inline.html
Praktikum Data Analytics / Produktmanagement (m/w/d),Studyflix GmbH,"Augsburg, Aachen, Karlsruhe, München, Stuttgart, Dresden, Mannheim, Dortmund, Darmstadt, Ulm, remote",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Praktikum-Data-Analytics-Produktmanagement-m-w-d-Augsburg-Aachen-Karlsruhe-Muenchen-Stuttgart-Dresden-Mannheim-Dortmund-Darmstadt-Ulm-remote-Studyflix-GmbH--8144990-inline.html
"BI Engineer - Robotics Continuous Improvement, MSP-CX",Amazon Europe Core,"bundesweit, Spanien, Italien, Großbritannien",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--BI-Engineer-Robotics-Continuous-Improvement-MSP-CX-bundesweit-Spanien-Italien-Grossbritannien-Amazon-Europe-Core--10611019-inline.html
Internship in ePowertrain Data Analytics Start in May 2024 in Stuttgart,Daimler Truck AG,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Internship-in-ePowertrain-Data-Analytics-Start-in-May-2024-in-Stuttgart-Stuttgart-Daimler-Truck-AG--10268933-inline.html
Data Engineer (m/w/d),TenneT TSO GmbH,Bayreuth,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Data-Engineer-m-w-d-Bayreuth-TenneT-TSO-GmbH--10650749-inline.html
Praktikant Wirtschaftsprüfung im Bereich Banken - Assurance (Financial Services) (w/m/d),Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,"Düsseldorf, Frankfurt/Main, Hamburg, Stuttgart, Hannover, Köln, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Praktikant-Wirtschaftspruefung-im-Bereich-Banken-Assurance-Financial-Services-w-m-d-Duesseldorf-Frankfurt-Main-Hamburg-Stuttgart-Hannover-Koeln-Muenchen-Ernst-Young-GmbH-Wirtschaftspruefungsgesellschaft--9820707-inline.html
Projektmanager (m/w/d) im IT- und Data-Umfeld,taod Consulting GmbH,Köln,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Projektmanager-m-w-d-im-IT-und-Data-Umfeld-Koeln-taod-Consulting-GmbH--9676373-inline.html
"Senior Consultant Digital Forensics, Incident Response & eDiscovery (w/m/d)",PwC,"Düsseldorf, Frankfurt am Main, Stuttgart",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Senior-Consultant-Digital-Forensics-Incident-Response-eDiscovery-w-m-d-Duesseldorf-Frankfurt-am-Main-Stuttgart-PwC--10710827-inline.html
Solution Architect Analytics - Schwerpunkt Kundenpersonalisierung (m/w/d),REWE digital,Frankfurt am Main,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Solution-Architect-Analytics-Schwerpunkt-Kundenpersonalisierung-m-w-d-Frankfurt-am-Main-REWE-digital--10705953-inline.html
Praktikum im Bereich Advanced Analytics & AI im Einkauf ab März 2024,Mercedes - Benz AG,Böblingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Praktikum-im-Bereich-Advanced-Analytics-AI-im-Einkauf-ab-Maerz-2024-Boeblingen-Mercedes-Benz-AG--10400825-inline.html
Solution Architect Analytics - Schwerpunkt Kundenpersonalisierung (m/w/d),REWE digital,Köln,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Solution-Architect-Analytics-Schwerpunkt-Kundenpersonalisierung-m-w-d-Koeln-REWE-digital--10705955-inline.html
Solution Engineer Data Analytics & AI,TÜV SÜD,München,vor 3 Wochen,3 weeks ago,2024-01-31,https://www.stepstone.de/stellenangebote-beta--Solution-Engineer-Data-Analytics-AI-Muenchen-TUEV-SUED--10469818-inline.html
Duales Studium (DHBW) - Angewandte Informatik (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Duales-Studium-DHBW-Angewandte-Informatik-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10632602-inline.html
Specialist Controlling & Planning (m/f/d),DHL Consulting GmbH,Bonn,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Specialist-Controlling-Planning-m-f-d-Bonn-DHL-Consulting-GmbH--10725769-inline.html
Ausbildung zum Mechatroniker (m/w/d),Vitesco Technologies Group AG,Nürnberg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote-beta--Ausbildung-zum-Mechatroniker-m-w-d-Nuernberg-Vitesco-Technologies-Group-AG--10608639-inline.html
Duales Studium (DHBW) - Cyber Security (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote-beta--Duales-Studium-DHBW-Cyber-Security-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10632605-inline.html
Masterarbeit im Bereich Datengestützte Geometrievorhersage im Karosserierohbau ab März / April 2024,Mercedes - Benz AG,Sindelfingen,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Masterarbeit-im-Bereich-Datengestuetzte-Geometrievorhersage-im-Karosserierohbau-ab-Maerz-April-2024-Sindelfingen-Mercedes-Benz-AG--10703220-inline.html
Duales Studium (DHBW) - Wirtschaftsinformatik Software Engineering (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-DHBW-Wirtschaftsinformatik-Software-Engineering-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10633226-inline.html
Internship Advanced Analytics & AI starting March 2023,Mercedes - Benz AG,Böblingen,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Internship-Advanced-Analytics-AI-starting-March-2023-Boeblingen-Mercedes-Benz-AG--10400826-inline.html
Duales Studium (DHBW) - Wirtschaftsinformatik Application Management (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-DHBW-Wirtschaftsinformatik-Application-Management-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10633217-inline.html
Duales Studium (TH) inkl. Ausbildung (IHK) - Informatik (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-TH-inkl-Ausbildung-IHK-Informatik-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10633228-inline.html
Praktikum im Bereich Logistics Engineering als Machine Learning Engineer ab März 2024,Mercedes - Benz AG,Sindelfingen,vor 4 Wochen,4 weeks ago,2024-01-24,https://www.stepstone.de/stellenangebote--Praktikum-im-Bereich-Logistics-Engineering-als-Machine-Learning-Engineer-ab-Maerz-2024-Sindelfingen-Mercedes-Benz-AG--10616500-inline.html
Duales Studium (TH) inkl. Ausbildung (IHK) - Wirtschaftsinformatik (m/w/d) 2024,Schaeffler Technologies AG & Co. KG,Herzogenaurach,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-TH-inkl-Ausbildung-IHK-Wirtschaftsinformatik-m-w-d-2024-Herzogenaurach-Schaeffler-Technologies-AG-Co-KG--10632597-inline.html
Intern in Algorithmic Trading & Analysis (m/f/d),Statkraft Markets GmbH,Düsseldorf,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Intern-in-Algorithmic-Trading-Analysis-m-f-d-Duesseldorf-Statkraft-Markets-GmbH--10617068-inline.html
Consultant – Transaction Advisory Services (m/w/d),Grant Thornton AG Wirtschaftsprüfungsgesellschaft,"Berlin, Düsseldorf, Frankfurt, Hamburg, Stuttgart, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Consultant-Transaction-Advisory-Services-m-w-d-Berlin-Duesseldorf-Frankfurt-Hamburg-Stuttgart-Muenchen-Grant-Thornton-AG-Wirtschaftspruefungsgesellschaft--8410582-inline.html
Senior Product Owner in der Digitalen Produktentwicklung (w/m/d),Bayerischer Rundfunk,München,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Product-Owner-in-der-Digitalen-Produktentwicklung-w-m-d-Muenchen-Bayerischer-Rundfunk--10602686-inline.html
Werkstudent im Bereich Ideenmanagement (m/w/x),ZEISS,Jena,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Werkstudent-im-Bereich-Ideenmanagement-m-w-x-Jena-ZEISS--10626119-inline.html
Duales Studium - Verfahrenstechnik (B.Eng.),Vitesco Technologies Group AG,Nürnberg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Duales-Studium-Verfahrenstechnik-B-Eng-Nuernberg-Vitesco-Technologies-Group-AG--10597684-inline.html
Duales Studium - Elektromobilität (B.Sc.),Vitesco Technologies Group AG,Nürnberg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Duales-Studium-Elektromobilitaet-B-Sc-Nuernberg-Vitesco-Technologies-Group-AG--10597678-inline.html
(Senior) Data Scientist Analytics (m/w/d),REWE Group,Köln,vor 3 Wochen,3 weeks ago,2024-01-31,https://www.stepstone.de/stellenangebote--Senior-Data-Scientist-Analytics-m-w-d-Koeln-REWE-Group--10475189-inline.html
Duales Studium - Elektrotechnik und Informationstechnik (B.Eng.),Vitesco Technologies Group AG,Nürnberg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Duales-Studium-Elektrotechnik-und-Informationstechnik-B-Eng-Nuernberg-Vitesco-Technologies-Group-AG--10597675-inline.html
Ausbildung Werkstoffprüfer (m/w/d) - 2024,Vitesco Technologies Group AG,Nürnberg,vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Ausbildung-Werkstoffpruefer-m-w-d-2024-Nuernberg-Vitesco-Technologies-Group-AG--10597686-inline.html
Working Student Data & Analytics (all genders),Schleich GmbH,"Schwäbisch Gmünd, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Working-Student-Data-Analytics-all-genders-Schwaebisch-Gmuend-Muenchen-Schleich-GmbH--10634896-inline.html
Masterstudium Aktuarwissenschaften in Kooperation mit der Universität Ulm,msg insur:it,"Ismaning, Leinfelden-Echterdingen (bei Stuttgart), München",vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Masterstudium-Aktuarwissenschaften-in-Kooperation-mit-der-Universitaet-Ulm-Ismaning-Leinfelden-Echterdingen-bei-Stuttgart-Muenchen-msg-insur-it--10670645-inline.html
"Praktikum im Bereich Global Language Management (Team Marketing & Sales, G & A, Interpreting) ab April 2024",Mercedes-Benz Group AG,Stuttgart,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Praktikum-im-Bereich-Global-Language-Management-Team-Marketing-Sales-G-A-Interpreting-ab-April-2024-Stuttgart-Mercedes-Benz-Group-AG--10728785-inline.html
Senior Innovation Manager Microsurgery (f/m/x),ZEISS,Oberkochen (Baden-Württemberg),vor 2 Wochen,2 weeks ago,2024-02-07,https://www.stepstone.de/stellenangebote--Senior-Innovation-Manager-Microsurgery-f-m-x-Oberkochen-Baden-Wuerttemberg-ZEISS--10036769-inline.html
Experte Entscheidungssysteme (d/m/w) Bereich Risikomanagement & Finanzen,VR Smart Finanz AG,Eschborn,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Experte-Entscheidungssysteme-d-m-w-Bereich-Risikomanagement-Finanzen-Eschborn-VR-Smart-Finanz-AG--10624987-inline.html
Intern Product Owner & Data Analyst (m/w/d),ProSiebenSat.1 Careers,München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Intern-Product-Owner-Data-Analyst-m-w-d-Muenchen-ProSiebenSat-1-Careers--10626851-inline.html
Duales Studium Wirtschaftsinformatik (m/w/d),Nagarro,"Freiburg, Karlsruhe, Kronberg im Taunus, Pirmasens, Frankfurt am Main, Mannheim",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Duales-Studium-Wirtschaftsinformatik-m-w-d-Freiburg-Karlsruhe-Kronberg-im-Taunus-Pirmasens-Frankfurt-am-Main-Mannheim-Nagarro--7758325-inline.html
(Junior) Data Analyst (m/w/d),Zeppelin Rental GmbH,Garching bei München,vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Junior-Data-Analyst-m-w-d-Garching-bei-Muenchen-Zeppelin-Rental-GmbH--10620415-inline.html
Senior Consultant - Transaction Advisory Services (m/w/d),Grant Thornton AG Wirtschaftsprüfungsgesellschaft,"Düsseldorf, Frankfurt am Main, Stuttgart, Hamburg, München",vor 1 Woche,1 week ago,2024-02-14,https://www.stepstone.de/stellenangebote--Senior-Consultant-Transaction-Advisory-Services-m-w-d-Duesseldorf-Frankfurt-am-Main-Stuttgart-Hamburg-Muenchen-Grant-Thornton-AG-Wirtschaftspruefungsgesellschaft--9561040-inline.html
